frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
23,1,54452,33658,1149.9,NaN,NaN,NaN,706.96,32.148
31,1,10221,51586,265.07,NaN,NaN,NaN,1379.2,27.84
32,1,10110,51545,549.85,NaN,NaN,NaN,1402.4,27.57
33,1,54324,33652,1123,NaN,NaN,NaN,655.07,31.535
35,1,54604,33507,1262.9,NaN,NaN,NaN,773.2,31.421
36,1,54395,33713,1253.4,NaN,NaN,NaN,730.64,30.201
37,1,54439,33600,1386,NaN,NaN,NaN,804.22,30.146
38,1,54482,33665,1538.6,NaN,NaN,NaN,810.21,30.278
41,1,54558,33588,1443.1,NaN,NaN,NaN,843.87,30.285
43,2,54611,33716,1508.7,NaN,NaN,NaN,951.26,30.353
44,1,54479,33750,1240.6,NaN,NaN,NaN,848.27,30.124
45,1,54572,33689,1381.5,NaN,NaN,NaN,847.51,30.18
45,2,26148,56495,-1055.2,NaN,NaN,NaN,675.65,26.252
47,1,54434,33675,1365.8,NaN,NaN,NaN,820.06,30.123
48,2,54386,33796,1021.1,NaN,NaN,NaN,811.25,30.09
49,1,54521,33597,1277.7,NaN,NaN,NaN,791.05,30.233
50,1,54460,33733,1224.5,NaN,NaN,NaN,719.22,29.037
51,1,54371,33684,1432.5,NaN,NaN,NaN,684.6,29.164
60,2,13532,34217,550.07,NaN,NaN,NaN,478.98,26.96
62,1,13415,34181,537.9,NaN,NaN,NaN,543.62,26.693
88,1,18273,12176,548.69,NaN,NaN,NaN,587.05,23.97
90,1,10493,33856,1288.8,NaN,NaN,NaN,763.43,24.901
90,2,18330,12348,20.225,NaN,NaN,NaN,593.1,24.682
91,1,10512,33699,1504.4,NaN,NaN,NaN,732.02,24.653
95,1,35573,33127,38.683,NaN,NaN,NaN,865.74,27.263
96,1,19774,52334,89.573,NaN,NaN,NaN,780.55,23.113
97,1,19841,52351,235.59,NaN,NaN,NaN,1222.9,22.175
97,2,10428,33856,1004.1,NaN,NaN,NaN,590.21,24.565
98,1,20033,52301,955.64,NaN,NaN,NaN,1095.7,22.473
98,2,5129.2,30988,542.98,NaN,NaN,NaN,785.54,23.789
99,1,19992,52237,676.64,NaN,NaN,NaN,703.47,23.76
99,2,5169.4,31059,543.59,NaN,NaN,NaN,654.74,23.575
100,1,5066.3,30954,60.498,NaN,NaN,NaN,688.14,23.465
102,1,35016,34921,536.55,NaN,NaN,NaN,987.32,26.642
123,1,12700,28796,1253.8,NaN,NaN,NaN,662.61,23.603
124,1,12736,28560,1564.8,NaN,NaN,NaN,693.8,23.347
130,1,13117,21047,1164.2,NaN,NaN,NaN,405.99,23.798
