frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,2,15051,40051,108.96,NaN,NaN,NaN,19142,417.87
1,3,16249,31863,-914.54,NaN,NaN,NaN,7197.9,604.5
1,6,35538,24596,-254.08,NaN,NaN,NaN,8390.7,741.37
1,7,16962,45706,-25.385,NaN,NaN,NaN,25302,359.54
1,8,2.7185e+05,1.3949e+05,9.4055e+05,NaN,NaN,NaN,25590,511.09
1,9,17771,32999,-1373.7,NaN,NaN,NaN,12088,722.69
1,22,21076,30174,642.87,NaN,NaN,NaN,7061.1,848.62
1,25,29927,54495,793.45,NaN,NaN,NaN,26028,311.97
1,34,24423,29910,-675.08,NaN,NaN,NaN,13080,897.15
1,36,28474,22423,-44.331,NaN,NaN,NaN,5839.6,775.65
2,1,16376,31889,-916.66,NaN,NaN,NaN,7215.8,454.84
2,2,14947,40230,219.81,NaN,NaN,NaN,10399,323.21
2,3,42454,42773,-234.35,NaN,NaN,NaN,21071,418.33
2,9,33974,55459,-225.56,NaN,NaN,NaN,19051,227.84
2,12,44385,38638,-37.753,NaN,NaN,NaN,17179,424.72
2,17,29916,22292,-809.91,NaN,NaN,NaN,7139.5,580.52
2,20,31833,27554,-1005.2,NaN,NaN,NaN,6678.1,626.11
2,31,19389,34872,576.28,NaN,NaN,NaN,13066,599.55
3,1,15300,31696,785.69,NaN,NaN,NaN,3302,356.68
3,2,17698,38216,293.06,NaN,NaN,NaN,17555,403.83
3,4,24058,28679,652.53,NaN,NaN,NaN,10670,547.98
3,5,20070,42831,-243.25,NaN,NaN,NaN,17370,380.57
3,13,34370,55638,-935.29,NaN,NaN,NaN,14564,197.77
3,14,14855,40589,306.83,NaN,NaN,NaN,8866.5,267.06
3,18,44350,38734,-49.623,NaN,NaN,NaN,13619,355.37
3,20,45846,30680,50.543,NaN,NaN,NaN,3057.1,339.43
3,22,42774,42472,388.22,NaN,NaN,NaN,16893,345.88
3,24,31976,27519,-598.4,NaN,NaN,NaN,4637.3,511.48
3,28,46131,36784,203.84,NaN,NaN,NaN,13335,322.52
4,2,18845,43999,12756,NaN,NaN,NaN,12102,217.77
4,3,16208,31954,-1281.6,NaN,NaN,NaN,2959.4,316.5
4,9,31762,27493,-1137.5,NaN,NaN,NaN,6703.3,439.08
4,11,28706,25685,-238.08,NaN,NaN,NaN,4937.8,445.69
4,13,18110,48501,-198.61,NaN,NaN,NaN,9692.9,206.06
4,16,26847,51043,-12646,NaN,NaN,NaN,13016,189.45
4,23,47092,41712,-0.57496,NaN,NaN,NaN,10794,224.24
4,24,38007,24407,667.83,NaN,NaN,NaN,4148,374.3
4,25,31028,54425,-373.03,NaN,NaN,NaN,17394,202.56
5,1,45187,54751,1.1976e+05,NaN,NaN,NaN,10984,195.12
5,2,16262,31958,-1511,NaN,NaN,NaN,6170.1,302.97
5,3,30303,22285,-219.9,NaN,NaN,NaN,5027.1,369.7
