frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,9,53548,48279,-506.16,NaN,NaN,NaN,27812,814.35
1,20,43328,26169,-721.52,NaN,NaN,NaN,13530,834.27
2,2,52805,48472,-1052.5,NaN,NaN,NaN,30085,793.79
2,6,40782,28512,905.62,NaN,NaN,NaN,28064,855.97
2,9,52607,52178,-1122.8,NaN,NaN,NaN,61254,684.5
2,13,32332,37318,-6205.6,NaN,NaN,NaN,12451,1286
2,15,39388,24434,-1020.7,NaN,NaN,NaN,22654,1107.9
3,1,52236,49284,-608.89,NaN,NaN,NaN,34196,714.07
3,2,39905,27291,-600.98,NaN,NaN,NaN,26559,851.66
3,18,52453,49990,254.8,NaN,NaN,NaN,14679,612.94
4,1,51513,49437,-398.56,NaN,NaN,NaN,33940,715.78
4,2,38241,26973,-454.98,NaN,NaN,NaN,25854,915.25
4,4,38050,28501,596.12,NaN,NaN,NaN,34106,904.53
4,10,39845,11691,-1512.4,NaN,NaN,NaN,27502,1085.6
5,6,41795,14502,-1463.2,NaN,NaN,NaN,42451,831.3
5,12,52235,49117,6545.8,NaN,NaN,NaN,19417,865.47
5,14,37724,33713,-810.77,NaN,NaN,NaN,13670,915.91
6,3,50209,49440,-201.16,NaN,NaN,NaN,44836,775.46
6,4,35853,28315,788.11,NaN,NaN,NaN,40195,958.5
6,6,37729,33695,-722.1,NaN,NaN,NaN,14188,876.81
6,8,11241,31387,-932.98,NaN,NaN,NaN,23840,598.46
6,10,36321,26953,-1123.5,NaN,NaN,NaN,8719.7,967.68
6,12,36860,36237,3968.6,NaN,NaN,NaN,11723,993
7,3,49467,49395,-1095.4,NaN,NaN,NaN,49046,828.2
7,5,54025,43182,73182,NaN,NaN,NaN,12120,949.12
7,7,11246,31987,126.35,NaN,NaN,NaN,26147,587.13
7,10,32571,50982,-34.179,NaN,NaN,NaN,26548,815.43
7,14,24730,44945,-456.71,NaN,NaN,NaN,47577,634.35
8,3,21490,10154,-58838,NaN,NaN,NaN,32522,1058
8,8,35179,35786,-1246.1,NaN,NaN,NaN,13033,911.2
8,10,34303,37037,103.18,NaN,NaN,NaN,3499.7,955.22
8,11,11494,31994,-48.906,NaN,NaN,NaN,19219,537.66
8,12,28678,39662,-705.02,NaN,NaN,NaN,29543,899.47
8,17,33279,48799,-1282.5,NaN,NaN,NaN,6861.1,915.21
8,18,1.5044e+05,79432,5.5083e+05,NaN,NaN,NaN,3340.7,991.21
9,3,28583,39750,-988.05,NaN,NaN,NaN,29087,853.54
9,8,2.2372e+05,1.2864e+05,7.8035e+05,NaN,NaN,NaN,6790,913.68
9,9,11275,32021,238.43,NaN,NaN,NaN,21323,529.71
9,13,32410,50790,-31.911,NaN,NaN,NaN,19476,758.81
