frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,1,802.49,23310,-7.0925,NaN,NaN,NaN,26910,259.53
1,3,63652,28113,-481.56,NaN,NaN,NaN,35017,335.51
1,7,45301,25000,-483.2,NaN,NaN,NaN,38796,308.01
1,10,20614,22250,-947.69,NaN,NaN,NaN,12650,235.24
1,12,45454,22840,241.38,NaN,NaN,NaN,29226,351.52
1,17,1.3683e+05,49259,3.3491e+05,NaN,NaN,NaN,23865,444.14
2,2,63695,28066,-238.65,NaN,NaN,NaN,29931,318.1
2,14,3.007e+05,1.2451e+05,1.0248e+06,NaN,NaN,NaN,9405.9,426.27
2,15,21467,22794,-1370.3,NaN,NaN,NaN,12278,210.16
2,16,45599,22676,561.4,NaN,NaN,NaN,26093,331.82
2,17,3.0627e+05,1.2993e+05,1.0643e+06,NaN,NaN,NaN,10961,391.83
2,18,52599,38615,617.81,NaN,NaN,NaN,2996.5,195.37
3,3,63759,28062,-237.98,NaN,NaN,NaN,27752,309.68
3,8,64158,32715,62064,NaN,NaN,NaN,32988,288.27
3,9,18023,5580.9,-1292,NaN,NaN,NaN,8698.7,217.27
3,13,28279,19171,-433.05,NaN,NaN,NaN,6452.5,209.9
3,15,45033,10987,-28404,NaN,NaN,NaN,12632,398.6
3,18,45569,22652,150.32,NaN,NaN,NaN,20740,308.23
4,2,50827,7506.8,-70007,NaN,NaN,NaN,29171,331.48
4,3,63851,28065,151.67,NaN,NaN,NaN,26931,303.25
4,13,1.675e+05,76039,4.8657e+05,NaN,NaN,NaN,29206,273.17
4,17,3.3272e+05,1.3826e+05,1.1564e+06,NaN,NaN,NaN,11224,381.34
5,1,55130,13579,-47993,NaN,NaN,NaN,29477,328.66
5,2,679.54,23300,197.18,NaN,NaN,NaN,17540,209.7
5,3,63850,28271,-925.2,NaN,NaN,NaN,28363,299.93
5,7,41697,-2349.7,-1.096e+05,NaN,NaN,NaN,32854,291.95
5,14,45440,22964,-12.24,NaN,NaN,NaN,20595,274.15
5,15,54607,14933,341.18,NaN,NaN,NaN,20915,369.37
5,19,2.8681e+05,1.2723e+05,9.816e+05,NaN,NaN,NaN,29261,266.79
6,2,63738,28047,-242.71,NaN,NaN,NaN,28799,295.05
6,13,48146,26209,-1043.5,NaN,NaN,NaN,28857,262.24
6,17,28243,-12521,-1.1312e+05,NaN,NaN,NaN,9179.4,360.09
7,1,44641,-994.17,-1.0075e+05,NaN,NaN,NaN,30102,320.71
7,2,63802,28120,11.603,NaN,NaN,NaN,29118,288.92
7,4,64810,29696,902.4,NaN,NaN,NaN,26017,276.52
7,11,56452,36804,1.4296e+05,NaN,NaN,NaN,8270.3,181.84
7,13,51846,19144,-1021.6,NaN,NaN,NaN,9186.6,347.26
7,14,15898,10738,-39324,NaN,NaN,NaN,8114.9,186.52
7,19,28374,19117,-201.32,NaN,NaN,NaN,6424.8,189.45
7,20,3.2744e+05,1.391e+05,1.1524e+06,NaN,NaN,NaN,7889.4,315.69
8,2,63763,28067,-281.02,NaN,NaN,NaN,28243,291.28
8,4,64776,29791,926.62,NaN,NaN,NaN,26390,276.13
8,8,20243,22122,-349.72,NaN,NaN,NaN,10192,180.05
8,13,45766,22870,-576.68,NaN,NaN,NaN,16071,258.65
8,14,54186,19988,7080.2,NaN,NaN,NaN,9099,340.14
8,18,94044,43714,1.7506e+05,NaN,NaN,NaN,21147,264.45
8,19,16572,11602,-36017,NaN,NaN,NaN,8068.1,185.17
9,2,63774,28195,-363.65,NaN,NaN,NaN,29576,289.47
9,6,64800,29782,817.33,NaN,NaN,NaN,26567,277.55
9,9,45745,22886,-622.81,NaN,NaN,NaN,14574,252.47
9,10,21541,22727,-1281.3,NaN,NaN,NaN,8830.4,178.56
9,13,34795,-15484,-1.5099e+05,NaN,NaN,NaN,16495,332.33
10,1,43269,-2987,-1.0797e+05,NaN,NaN,NaN,29522,321.04
10,2,63901,28212,237.98,NaN,NaN,NaN,28341,288.55
10,4,64726,29711,932.41,NaN,NaN,NaN,26917,276.51
10,9,51802,19219,-1031.6,NaN,NaN,NaN,8702.6,318.07
10,10,21621,22712,-1509.7,NaN,NaN,NaN,8717.5,176.58
10,11,45858,23036,-914.95,NaN,NaN,NaN,14837,246.59
10,13,24615,21461,-35.045,NaN,NaN,NaN,7958.7,180.55
11,2,63838,28188,103.05,NaN,NaN,NaN,28497,289.59
11,9,49402,33843,1.1071e+05,NaN,NaN,NaN,8120.9,174.93
11,10,45731,22899,-1286.4,NaN,NaN,NaN,16182,221.28
11,13,18871,20727,930.02,NaN,NaN,NaN,3362.2,173.84
12,2,63904,28052,232.92,NaN,NaN,NaN,28562,294.58
12,7,647.47,22213,-78.521,NaN,NaN,NaN,11504,195.69
12,8,24477,21878,451.31,NaN,NaN,NaN,8298.2,177.51
12,13,26600,-26362,-1.9111e+05,NaN,NaN,NaN,20296,328.56
12,14,45833,22900,-237.97,NaN,NaN,NaN,15893,237.27
12,15,547.64,20717,0.73155,NaN,NaN,NaN,6527.4,204.4
