frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,4,60272,45917,-519.94,NaN,NaN,NaN,35685,642.61
1,27,21944,40722,219.86,NaN,NaN,NaN,7863.2,1027.5
2,24,21891,40530,326.41,NaN,NaN,NaN,8887.4,994.39
3,2,56589,45889,-499.28,NaN,NaN,NaN,32137,671.64
3,9,55507,52160,-931.43,NaN,NaN,NaN,68396,491.99
3,25,49149,47208,-21288,NaN,NaN,NaN,30406,483.37
6,8,51902,52551,817.76,NaN,NaN,NaN,54868,533.47
6,24,31550,30066,-85333,NaN,NaN,NaN,45759,590.37
6,31,52807,51836,473.87,NaN,NaN,NaN,26560,478.4
9,24,41513,57860,210.4,NaN,NaN,NaN,22645,596.21
10,9,47663,34702,-991.98,NaN,NaN,NaN,10549,1171
10,11,22768,41498,-639.44,NaN,NaN,NaN,6042.8,872.13
10,15,24070,38598,493.15,NaN,NaN,NaN,7025.6,933.8
10,20,19650,52088,-949.06,NaN,NaN,NaN,16210,623.36
11,11,1.5497e+05,86677,5.007e+05,NaN,NaN,NaN,3831,1127.1
11,22,30610,36949,-248.68,NaN,NaN,NaN,5762.1,1170.4
11,23,13632,24825,-49150,NaN,NaN,NaN,7343.1,898.67
11,27,27490,36027,-182.88,NaN,NaN,NaN,2614.1,1030.7
11,29,19616,52306,-132.68,NaN,NaN,NaN,25558,629.91
11,30,49093,38580,-368.07,NaN,NaN,NaN,15646,1085.8
11,33,51125,41295,-33.808,NaN,NaN,NaN,12724,850.39
11,34,23539,42286,-42.092,NaN,NaN,NaN,23780,977.34
12,7,19639,52284,4.4626,NaN,NaN,NaN,21710,595.54
12,18,58019,40709,37292,NaN,NaN,NaN,14993,1149.5
12,22,27451,36005,-375.66,NaN,NaN,NaN,1560.5,994.71
12,25,51293,40754,317.76,NaN,NaN,NaN,13898,943.68
12,40,75983,46709,1.359e+05,NaN,NaN,NaN,6553.3,1163.9
12,42,21975,34412,-11769,NaN,NaN,NaN,3491.3,941.34
12,46,31434,35136,-15.015,NaN,NaN,NaN,2140.1,1084.7
13,3,23450,42110,-162.85,NaN,NaN,NaN,18260,924.88
13,10,23818,46870,289.46,NaN,NaN,NaN,13516,1050.6
13,13,22299,36637,-6295.9,NaN,NaN,NaN,5234.5,849.29
13,15,31976,35038,430.25,NaN,NaN,NaN,2098.2,1060.5
13,21,1.0112e+05,58604,2.5634e+05,NaN,NaN,NaN,2770.3,1067.2
13,44,3.1139e+05,1.6604e+05,1.1018e+06,NaN,NaN,NaN,44928,781.89
13,52,1.7101e+05,87160,5.0935e+05,NaN,NaN,NaN,18480,1171.4
13,53,24843,38132,794.36,NaN,NaN,NaN,3267.1,962.06
14,5,30382,36900,-44.816,NaN,NaN,NaN,1103.9,1067.5
14,13,23839,46800,664.9,NaN,NaN,NaN,14193,1015.2
14,14,23544,42092,-373.18,NaN,NaN,NaN,16199,912.86
14,15,20530,58790,74.845,NaN,NaN,NaN,33014,366.33
14,26,48964,35747,26288,NaN,NaN,NaN,6022.5,1106.8
14,30,50556,46942,-23.028,NaN,NaN,NaN,52952,672.99
14,31,23970,39265,126.92,NaN,NaN,NaN,10964,871.48
14,50,19620,53647,-199.81,NaN,NaN,NaN,27207,497.89
15,1,23606,42178,-201.69,NaN,NaN,NaN,13789,878.51
15,2,41805,33259,-1370.3,NaN,NaN,NaN,9184.8,1076.6
15,4,19600,52650,242.61,NaN,NaN,NaN,20187,536.29
15,7,20552,59021,643.93,NaN,NaN,NaN,33559,356.38
15,11,23837,46751,625.9,NaN,NaN,NaN,14882,983.48
