frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,1,19189,35484,793.71,NaN,NaN,NaN,3122.5,84.817
1,2,40904,39549,-940.63,NaN,NaN,NaN,1580.6,85.244
1,4,44725,49488,627.39,NaN,NaN,NaN,2501.3,72.272
1,6,30837,48248,-478.88,NaN,NaN,NaN,2554.4,76.159
2,1,19170,35068,212.05,NaN,NaN,NaN,1860.6,81.262
2,3,19505,44343,363.19,NaN,NaN,NaN,2172.2,72.884
2,4,44748,49443,626.16,NaN,NaN,NaN,2259.6,70.7
2,5,48372,14736,322.23,NaN,NaN,NaN,1814.6,61.021
3,1,47288,13345,-2750.8,NaN,NaN,NaN,1837,60.746
3,2,21914,20900,240.96,NaN,NaN,NaN,980.44,78.598
3,3,19379,35175,-227.49,NaN,NaN,NaN,1190.5,78.4
3,5,45346,49435,577.1,NaN,NaN,NaN,1789.6,68.663
4,1,33794,34039,-1366.7,NaN,NaN,NaN,1156.3,81.921
4,4,30895,48391,-809.96,NaN,NaN,NaN,1720.8,71.137
5,2,19137,34194,-202.9,NaN,NaN,NaN,1086.5,75.535
6,1,48100,14117,148.62,NaN,NaN,NaN,1593.2,62.227
6,2,30841,48190,-1092.1,NaN,NaN,NaN,1856,72
6,3,19353,33550,374.05,NaN,NaN,NaN,891.23,77.399
7,1,19110,34093,4.4253,NaN,NaN,NaN,1008.3,78.703
7,2,47963,14331,410.57,NaN,NaN,NaN,1244.9,62.788
8,2,19238,33248,654.91,NaN,NaN,NaN,1141.4,78.321
9,2,29152,29757,678.03,NaN,NaN,NaN,1076.1,80.693
9,4,19206,33829,4.9827,NaN,NaN,NaN,1150.6,76.689
11,1,48940,14804,-938.65,NaN,NaN,NaN,1834.5,63.955
12,2,20013,36903,-987.95,NaN,NaN,NaN,1435.6,76.211
15,2,30950,48412,-977.07,NaN,NaN,NaN,1315,66.806
16,1,20922,29895,223.06,NaN,NaN,NaN,1298.5,74.303
22,1,33222,48682,660.55,NaN,NaN,NaN,1637.9,66.996
24,1,33326,48688,585.47,NaN,NaN,NaN,1756.8,66.86
27,1,33014,48811,312.5,NaN,NaN,NaN,1511.5,67.499
27,3,11765,40174,-501.8,NaN,NaN,NaN,871.24,65.028
30,2,11324,40393,-1502.4,NaN,NaN,NaN,917.52,65.277
31,2,11270,40486,-519.54,NaN,NaN,NaN,764.19,65.419
36,1,16655,47703,-474.54,NaN,NaN,NaN,1699.5,65.686
39,1,23674,23884,-461.59,NaN,NaN,NaN,1124.4,76.061
40,1,23722,23905,-920.01,NaN,NaN,NaN,1070.1,75.749
41,1,23752,23756,-1018.2,NaN,NaN,NaN,1229.6,75.764
42,1,23722,23897,-1005,NaN,NaN,NaN,854.44,76.575
53,1,38179,44830,367.39,NaN,NaN,NaN,1185.2,71.024
67,1,33437,23634,-503.37,NaN,NaN,NaN,688.33,77.584
131,1,44315,24149,-41241,NaN,NaN,NaN,970.37,70.47
140,1,31453,43605,602.41,NaN,NaN,NaN,1213.4,75.068
141,1,31778,43563,362.48,NaN,NaN,NaN,1510.9,75.002
170,1,16619,42057,288.29,NaN,NaN,NaN,1124.3,72.228
177,2,21753,31086,-800.88,NaN,NaN,NaN,654.76,77.345
209,1,37031,23119,220.84,NaN,NaN,NaN,721.97,74.693
221,1,27243,17014,66.036,NaN,NaN,NaN,1120.3,73.865
222,1,27350,16992,58.968,NaN,NaN,NaN,1082.3,73.799
223,1,27223,17019,117.1,NaN,NaN,NaN,890.25,74.355
224,1,27248,17114,1.519,NaN,NaN,NaN,950.45,73.925
226,1,27354,16975,255.34,NaN,NaN,NaN,1234.1,74.959
227,1,27250,17021,38.866,NaN,NaN,NaN,1426.5,74.753
228,1,27279,17036,159.4,NaN,NaN,NaN,1493.5,75.061
229,1,27289,16944,129.85,NaN,NaN,NaN,1319.5,74.711
230,1,27281,17102,241.34,NaN,NaN,NaN,964.08,73.869
231,1,27284,16984,143.74,NaN,NaN,NaN,1220.7,73.523
283,1,27848,39840,-914.84,NaN,NaN,NaN,1204,77.756
284,1,27898,39906,-810.02,NaN,NaN,NaN,1753.2,77.753
285,1,27979,39895,-964.08,NaN,NaN,NaN,1797,77.385
363,1,30894,6051.7,-1032.1,NaN,NaN,NaN,968.94,68.279
380,1,18001,43208,-1456.3,NaN,NaN,NaN,1111.6,72.808
449,1,9706.2,13608,-40.432,NaN,NaN,NaN,855.89,65.527
453,1,31970,22989,70.96,NaN,NaN,NaN,839.78,77.483
536,1,23067,41140,-982.22,NaN,NaN,NaN,1496.3,77.11
538,1,22912,41126,-1127.8,NaN,NaN,NaN,1223.9,76.229
540,1,23018,41123,-762.15,NaN,NaN,NaN,1247.1,76.633
541,1,30313,44002,27008,NaN,NaN,NaN,1298.9,76.558
553,1,1449,-14761,-1.581e+05,NaN,NaN,NaN,1050.6,79.122
608,1,28767,29782,-994.06,NaN,NaN,NaN,1197.1,80.267
640,1,95596,58530,2.3725e+05,NaN,NaN,NaN,638.3,79.207
642,1,48043,38789,41970,NaN,NaN,NaN,703.71,79.707
648,1,1.3476e+05,97758,4.9617e+05,NaN,NaN,NaN,1074.4,70.505
649,1,13206,46665,887.55,NaN,NaN,NaN,1089.8,71.112
650,1,13186,46992,-1372.4,NaN,NaN,NaN,1153.7,71.361
724,1,27145,28340,-1328.9,NaN,NaN,NaN,934.56,80.511
725,1,27066,28455,-1054.3,NaN,NaN,NaN,759.19,79.663
748,1,25339,26765,-1052.7,NaN,NaN,NaN,856.44,79.121
872,1,36904,22561,105.42,NaN,NaN,NaN,983.71,76.087
888,1,32931,31254,360.23,NaN,NaN,NaN,670.4,80.137
960,1,24314,45344,0.69345,NaN,NaN,NaN,1170.6,76.347
995,1,22211,26111,-1370.5,NaN,NaN,NaN,2361.4,79.685
996,1,22193,26123,-1268.4,NaN,NaN,NaN,1713.9,79.365
