frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,1,32956,26528,25015,NaN,NaN,NaN,26043,953.13
1,5,1.7304e+05,62371,4.9909e+05,NaN,NaN,NaN,23266,533.06
1,8,51896,18461,-40.924,NaN,NaN,NaN,43548,342.08
1,9,29392,44035,212.87,NaN,NaN,NaN,59999,586.91
1,11,47265,12619,185.85,NaN,NaN,NaN,37983,475.09
1,13,45586,14257,-412.03,NaN,NaN,NaN,22209,418.08
1,15,53056,42891,1.3203e+05,NaN,NaN,NaN,19151,938.77
1,16,-3094.3,-5648.2,-1.6633e+05,NaN,NaN,NaN,41303,690.19
1,18,32048,34387,100.04,NaN,NaN,NaN,19069,797.19
1,19,8777.6,26230,-1394.5,NaN,NaN,NaN,13358,629.37
1,21,17462,27401,792.28,NaN,NaN,NaN,22108,819.05
1,27,2.2192e+05,1.0811e+05,7.7176e+05,NaN,NaN,NaN,14787,691.31
1,32,47363,48813,-4788.6,NaN,NaN,NaN,49530,453.51
2,3,51882,18252,-200.8,NaN,NaN,NaN,44151,313.47
2,7,19746,29541,-1145.3,NaN,NaN,NaN,24511,808.71
2,9,22575,22676,128.09,NaN,NaN,NaN,28372,809.57
2,10,45579,14039,-482.37,NaN,NaN,NaN,21389,380.51
2,13,25534,24066,-24.061,NaN,NaN,NaN,26118,824.27
2,15,27502,27300,-76456,NaN,NaN,NaN,48975,462.31
2,16,18016,46669,547.64,NaN,NaN,NaN,61072,705.94
2,18,40357,-3310.2,-58890,NaN,NaN,NaN,33862,405.4
2,19,29742,-13942,-90954,NaN,NaN,NaN,33566,477.95
2,22,33281,28770,359.72,NaN,NaN,NaN,21743,593.77
2,23,12100,38809,5728,NaN,NaN,NaN,16724,856.99
2,29,48871,50346,576.39,NaN,NaN,NaN,43366,382.43
2,32,2.9869e+05,1.3786e+05,1.1296e+06,NaN,NaN,NaN,6974.9,809.94
2,33,17227,24178,-737.92,NaN,NaN,NaN,9780.5,663.88
2,34,8774.7,36130,10.432,NaN,NaN,NaN,4950.7,757.61
3,9,1.5892e+05,83212,5.8018e+05,NaN,NaN,NaN,11967,613.04
3,13,22535,22476,-237.39,NaN,NaN,NaN,28136,743.09
3,14,19820,29466,-1410.4,NaN,NaN,NaN,24070,738.37
3,15,19253,-28304,-1.4258e+05,NaN,NaN,NaN,27105,453.1
3,16,48924,50324,490.14,NaN,NaN,NaN,44225,338.18
3,18,25542,24128,-210.03,NaN,NaN,NaN,20625,748.63
3,19,31613,26620,-7355,NaN,NaN,NaN,19001,545.2
