frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,1,21009,35103,475.11,NaN,NaN,NaN,29328,424.48
1,2,16892,10635,-391.46,NaN,NaN,NaN,9234.2,416.02
1,3,8754.8,33398,-1027.5,NaN,NaN,NaN,25762,254.72
1,4,9233.5,29809,-976.51,NaN,NaN,NaN,21356,319.26
1,9,20390,16123,375.84,NaN,NaN,NaN,10432,521.52
1,10,5182,28283,-481.94,NaN,NaN,NaN,6955.6,244.42
2,1,16624,10409,-504.04,NaN,NaN,NaN,8465.3,411.74
2,2,8423.5,33429,-665.29,NaN,NaN,NaN,26395,254.53
2,3,41662,42874,78345,NaN,NaN,NaN,30692,436.39
2,4,15920,13052,7.3084,NaN,NaN,NaN,11819,439.25
2,5,20442,16713,-393.76,NaN,NaN,NaN,11177,521.47
2,6,6691.4,31351,-334.79,NaN,NaN,NaN,21193,246.67
3,1,21153,35030,-372.36,NaN,NaN,NaN,26431,418.95
3,5,16689,10381,-704.32,NaN,NaN,NaN,8609,397.9
3,7,25173,18172,15928,NaN,NaN,NaN,11006,500.58
3,8,21225,37182,103.61,NaN,NaN,NaN,25039,367.14
3,9,15121,11780,670.14,NaN,NaN,NaN,1889.8,371.95
3,10,11194,30879,-403.33,NaN,NaN,NaN,18322,337.68
4,1,21163,35089,-364.45,NaN,NaN,NaN,26967,412.37
4,3,16658,10396,-619.76,NaN,NaN,NaN,8476.1,393.96
4,5,9069.2,29779,-622.92,NaN,NaN,NaN,16374,302.28
4,8,43129,31430,79478,NaN,NaN,NaN,6516.8,538.43
4,18,10944,29890,248.38,NaN,NaN,NaN,13575,345.35
5,1,20931,34960,298.29,NaN,NaN,NaN,26348,410.34
5,2,16704,10441,-487.98,NaN,NaN,NaN,12773,376.63
5,6,9040.7,29840,-733.02,NaN,NaN,NaN,16528,298.67
5,12,21421,37180,173.33,NaN,NaN,NaN,26890,363.51
5,13,15692,13151,185.23,NaN,NaN,NaN,9542.2,400.09
6,1,21153,35160,-249.94,NaN,NaN,NaN,26969,387.93
6,2,16720,10398,-705.57,NaN,NaN,NaN,9568.6,357.78
6,3,9137.6,29739,-483.56,NaN,NaN,NaN,16102,287.87
6,11,4761.9,30943,633.59,NaN,NaN,NaN,12522,205
6,17,15846,13395,431.27,NaN,NaN,NaN,5954.1,387.57
7,2,16655,10484,-460.68,NaN,NaN,NaN,11491,343.18
7,3,11246,31056,-944.9,NaN,NaN,NaN,20417,288.53
7,9,9065.5,29793,-383.82,NaN,NaN,NaN,16217,265.52
7,10,-17422,-19328,-1.9325e+05,NaN,NaN,NaN,23715,400.1
7,11,9587.2,33574,-613.59,NaN,NaN,NaN,18732,234.35
7,12,11205,6910.2,-16427,NaN,NaN,NaN,1481.7,315.57
7,14,17994,22850,793.02,NaN,NaN,NaN,4970,482.25
8,1,20917,34992,250.73,NaN,NaN,NaN,23661,379.04
8,3,16709,10388,-599.66,NaN,NaN,NaN,10712,374.27
9,1,16727,10464,-484.88,NaN,NaN,NaN,12886,345.48
9,2,9091.9,29700,-469.04,NaN,NaN,NaN,15085,269.94
9,3,21196,35201,-363.69,NaN,NaN,NaN,25016,371.34
9,7,22487,17070,4007.5,NaN,NaN,NaN,10868,444.42
9,9,16503,15194,-27539,NaN,NaN,NaN,7172.6,487.69
9,14,6341.1,32077,-648.93,NaN,NaN,NaN,16315,204.31
10,1,21168,35051,-373.47,NaN,NaN,NaN,22544,369.01
10,2,16700,10359,-683.87,NaN,NaN,NaN,10778,337.53
10,4,9046.4,29619,-363.89,NaN,NaN,NaN,15925,262.87
10,5,20842,16565,-1289.8,NaN,NaN,NaN,11701,437.67
10,7,22178,23086,567.97,NaN,NaN,NaN,6332.5,479.9
10,14,18184,22629,768.36,NaN,NaN,NaN,4235.5,466.19
11,1,21086,35149,-37.004,NaN,NaN,NaN,22623,359.79
11,2,16658,10339,-485.69,NaN,NaN,NaN,9621.7,356.59
11,5,9143.9,29674,-376.09,NaN,NaN,NaN,15835,260.51
11,8,21054,16541,-1260.6,NaN,NaN,NaN,11847,431.86
12,1,16733,10371,-518.81,NaN,NaN,NaN,9482.3,354.33
12,2,21202,37123,147.81,NaN,NaN,NaN,20698,319.22
12,3,9103.1,29633,-242.84,NaN,NaN,NaN,15736,263.26
12,8,20829,16560,-1156.4,NaN,NaN,NaN,11381,431.03
12,13,12910,8728.9,-9537.6,NaN,NaN,NaN,4540.7,350.45
13,2,20932,35052,352.17,NaN,NaN,NaN,19867,355.74
13,5,9132.1,29627,-542.4,NaN,NaN,NaN,13882,257.91
13,10,20769,16495,-1121.4,NaN,NaN,NaN,10731,422.43
14,1,20899,35130,382.35,NaN,NaN,NaN,21078,349.19
14,3,20792,16503,-1145,NaN,NaN,NaN,10302,420.95
14,9,9339.4,29990,-817.63,NaN,NaN,NaN,14141,251.84
14,12,7074.6,2774.5,-73351,NaN,NaN,NaN,7181.2,461.03
14,16,7259.2,23409,238.32,NaN,NaN,NaN,1782.9,267.8
14,17,-25255,-19102,-1.7635e+05,NaN,NaN,NaN,12438,274.79
15,3,21152,35201,-231.55,NaN,NaN,NaN,20915,348.05
15,5,20742,16568,-1347,NaN,NaN,NaN,10144,416.69
15,7,22565,37729,-1145.5,NaN,NaN,NaN,28101,317.28
