frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,3,21526,41480,-591.06,NaN,NaN,NaN,30404,367.54
1,6,40107,27774,-610.58,NaN,NaN,NaN,23290,452.11
1,8,-10102,-3367.5,-1.4562e+05,NaN,NaN,NaN,40165,427.42
1,9,88231,65387,2.9215e+05,NaN,NaN,NaN,27156,402.44
1,11,16864,17147,-39388,NaN,NaN,NaN,32453,767.22
2,4,19661,36350,4.3514,NaN,NaN,NaN,42931,438.6
2,14,1608.2,18552,-85904,NaN,NaN,NaN,5503.2,295.96
2,16,39650,20053,-781.19,NaN,NaN,NaN,4631.5,506.18
2,18,1220.5,4309.4,-96929,NaN,NaN,NaN,17255,612.76
2,19,-18425,-14861,-1.9029e+05,NaN,NaN,NaN,30349,378.5
2,22,40275,27786,-602.55,NaN,NaN,NaN,24603,428.44
3,2,14667,30862,-21943,NaN,NaN,NaN,38102,377.17
3,8,39669,19967,-1100.1,NaN,NaN,NaN,6839,491.73
3,9,19894,36761,-237.98,NaN,NaN,NaN,42952,421.03
3,10,-4380.3,-5214.2,-1.4676e+05,NaN,NaN,NaN,36399,457.91
3,13,33875,24322,-198.51,NaN,NaN,NaN,23142,683.01
3,14,25074,28305,-581,NaN,NaN,NaN,30303,678.99
3,19,40178,27607,-374.34,NaN,NaN,NaN,21697,397.95
3,24,37152,31771,821.86,NaN,NaN,NaN,22438,419.36
3,25,15300,32944,-717.52,NaN,NaN,NaN,16984,385.22
4,3,19307,37685,-477.26,NaN,NaN,NaN,33472,359.84
4,5,33826,24377,-461.79,NaN,NaN,NaN,21042,658.39
4,11,25295,36191,418.45,NaN,NaN,NaN,32945,439.17
4,16,21097,43245,2160.4,NaN,NaN,NaN,8042.3,269.51
4,19,53314,35093,75920,NaN,NaN,NaN,25327,599.42
4,21,1.1321e+05,55144,3.0012e+05,NaN,NaN,NaN,23434,492.88
4,22,30344,34437,-194.54,NaN,NaN,NaN,22036,450.55
4,23,35515,24061,-491.84,NaN,NaN,NaN,26190,630.53
4,25,37743,31196,202.43,NaN,NaN,NaN,25313,412.83
4,26,39453,19803,-1452.7,NaN,NaN,NaN,6639.2,499.61
4,31,15347,32825,-590.2,NaN,NaN,NaN,15691,372.64
4,32,31978,63997,-319.3,NaN,NaN,NaN,3993.1,164.94
5,1,20129,36929,-234.91,NaN,NaN,NaN,39754,385.03
5,7,19136,37168,-19.089,NaN,NaN,NaN,30478,357.87
5,11,15984,35907,-932.93,NaN,NaN,NaN,22848,330.66
5,12,39557,19821,-1118.4,NaN,NaN,NaN,5123.9,471.23
5,14,31985,64104,-228.1,NaN,NaN,NaN,4878.3,165.1
5,15,96061,47672,2.2936e+05,NaN,NaN,NaN,21587,480.01
5,16,33790,24471,-710.96,NaN,NaN,NaN,18980,634
5,21,-8089.6,-10548,-1.6583e+05,NaN,NaN,NaN,31156,426.84
5,23,40172,27878,-372.69,NaN,NaN,NaN,20363,372.17
5,32,30558,26010,116.57,NaN,NaN,NaN,23417,645.39
5,34,36893,19733,802.11,NaN,NaN,NaN,5781.2,571.22
5,36,10803,27492,-19132,NaN,NaN,NaN,14293,362.28
6,1,21744,41438,-843.31,NaN,NaN,NaN,25870,295.71
6,7,19223,37619,-574.94,NaN,NaN,NaN,28055,344.24
6,11,32028,64109,-38.55,NaN,NaN,NaN,4733.3,163.03
6,15,37846,23061,-2598.5,NaN,NaN,NaN,23362,478.28
6,18,28235,36975,-232.97,NaN,NaN,NaN,16200,372
6,22,16138,35889,-1121.9,NaN,NaN,NaN,21233,326.61
6,24,33797,24421,-723.61,NaN,NaN,NaN,19416,615.73
6,25,21438,39542,-238.48,NaN,NaN,NaN,25859,327.2
7,8,39543,19855,-994.93,NaN,NaN,NaN,5537,446.08
7,9,30222,34905,629.05,NaN,NaN,NaN,20866,392.05
7,10,30630,26057,221.15,NaN,NaN,NaN,20724,599.37
7,13,32022,64119,-274.75,NaN,NaN,NaN,4706,160.77
7,15,21808,31938,-399.36,NaN,NaN,NaN,24653,496.56
7,20,32191,47534,45649,NaN,NaN,NaN,10972,255.71
7,22,40249,27591,-240.14,NaN,NaN,NaN,18187,354.78
7,24,34089,27487,-1114,NaN,NaN,NaN,24754,525.23
7,26,25566,36074,419.04,NaN,NaN,NaN,24769,405.95
7,29,23859,30626,234.81,NaN,NaN,NaN,20502,538.16
8,5,24991,28124,-949.32,NaN,NaN,NaN,22756,568.12
8,6,30554,25449,-956.29,NaN,NaN,NaN,13165,597.84
8,12,15105,33190,829.86,NaN,NaN,NaN,15527,320.51
8,13,34249,27634,-1017.5,NaN,NaN,NaN,25874,518.36
8,15,40214,27625,-377.8,NaN,NaN,NaN,18850,351.38
8,18,31985,64000,-47.721,NaN,NaN,NaN,4338.5,159.71
8,19,25453,36090,493.18,NaN,NaN,NaN,24064,395.34
8,20,92633,60688,2.8823e+05,NaN,NaN,NaN,20185,493.57
8,25,12332,48494,-34.901,NaN,NaN,NaN,3572.9,172.44
8,29,37786,23098,-34.759,NaN,NaN,NaN,16188,507.47
9,2,25455,36562,6042.7,NaN,NaN,NaN,24917,381
9,3,30598,26241,143.3,NaN,NaN,NaN,21712,570.82
9,4,19166,37638,-241.07,NaN,NaN,NaN,23123,315.93
9,5,34461,27718,-1370.4,NaN,NaN,NaN,20923,494.16
9,15,32003,64002,-369.38,NaN,NaN,NaN,4393.1,158.15
9,16,39536,19887,-932.44,NaN,NaN,NaN,5150.6,432.65
9,20,25522,36003,34.957,NaN,NaN,NaN,23774,381.79
9,27,5619,6632.3,-87396,NaN,NaN,NaN,18159,499.17
9,29,31975,34141,-939.3,NaN,NaN,NaN,29116,385.63
9,30,12390,48687,188.11,NaN,NaN,NaN,3401.6,171.77
10,1,19119,37138,-371.31,NaN,NaN,NaN,21504,314.84
10,3,22049,41234,-1126.2,NaN,NaN,NaN,18598,273.48
10,7,40289,27472,-200.47,NaN,NaN,NaN,17635,335.22
10,8,32056,64050,-7.1672,NaN,NaN,NaN,4791.2,156.24
10,11,38700,24116,628.34,NaN,NaN,NaN,22451,417.35
10,19,29732,29528,11516,NaN,NaN,NaN,18187,533.4
10,21,22542,49781,-34.983,NaN,NaN,NaN,4713.9,195.32
10,22,52873,44845,79.678,NaN,NaN,NaN,3703.1,162.73
10,24,36822,20207,9.4079,NaN,NaN,NaN,4507.5,502.65
11,3,19187,37626,-12.785,NaN,NaN,NaN,21382,297.35
11,4,25887,42505,13026,NaN,NaN,NaN,15304,263.9
11,5,30769,29051,-526.83,NaN,NaN,NaN,24786,482.23
11,10,31999,64027,-172.76,NaN,NaN,NaN,4669.3,155.06
11,16,38981,24007,362.55,NaN,NaN,NaN,17895,405.11
11,17,16002,35685,-652.34,NaN,NaN,NaN,19334,277.12
11,21,36800,20069,237.03,NaN,NaN,NaN,5257.8,494.03
12,2,43706,49815,85630,NaN,NaN,NaN,14080,254.64
