frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,2,58083,32885,-1281.7,NaN,NaN,NaN,26508,772.98
1,4,55836,28655,-623.57,NaN,NaN,NaN,14515,1055.2
1,35,23780,46705,299.47,NaN,NaN,NaN,32233,781.34
2,2,57295,37620,-35.932,NaN,NaN,NaN,53307,401.19
2,3,55893,33009,-1048.3,NaN,NaN,NaN,39747,765.77
2,5,53180,28735,-947.52,NaN,NaN,NaN,19001,1125.8
2,14,55264,32095,-1345.6,NaN,NaN,NaN,11459,873.87
2,30,32136,33620,-50142,NaN,NaN,NaN,36924,580.42
3,11,51335,28038,-1036.1,NaN,NaN,NaN,16821,1207.9
3,27,16712,36466,-34265,NaN,NaN,NaN,17045,760.92
3,28,41465,31399,-38302,NaN,NaN,NaN,15909,523.2
4,1,54250,33113,-1281.3,NaN,NaN,NaN,36751,765.98
4,3,55545,37548,42.059,NaN,NaN,NaN,46186,408.29
4,23,39382,48553,769.36,NaN,NaN,NaN,31851,575.11
4,27,14609,33537,-44962,NaN,NaN,NaN,15591,723.22
5,3,53818,32895,-1386.9,NaN,NaN,NaN,34684,786.75
5,6,49552,27487,-1320.2,NaN,NaN,NaN,15735,1241.2
7,12,51942,32084,-1352.6,NaN,NaN,NaN,15333,893.27
7,22,34643,67258,-601.26,NaN,NaN,NaN,2141.8,148.25
8,3,53384,37533,48.415,NaN,NaN,NaN,52395,446.54
8,22,52595,26741,-6642.8,NaN,NaN,NaN,1618.1,701.38
8,23,38176,47370,356.23,NaN,NaN,NaN,33814,602.93
9,4,52458,38110,810.27,NaN,NaN,NaN,57703,451.84
9,11,52377,33422,-600.83,NaN,NaN,NaN,12017,649.21
9,21,5226,1665.5,-1.4707e+05,NaN,NaN,NaN,36468,1064.2
9,27,37570,47153,116.27,NaN,NaN,NaN,35864,613.84
9,28,47811,27449,-924.68,NaN,NaN,NaN,17881,1211.9
10,7,52507,37769,238.16,NaN,NaN,NaN,29584,411.57
10,24,18737,22354,-482.12,NaN,NaN,NaN,2918.1,118.15
10,25,47481,27681,-810.9,NaN,NaN,NaN,19522,1207
