frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1,2,32100,36888,-433.36,NaN,NaN,NaN,43835,764.09
1,4,25444,47148,38561,NaN,NaN,NaN,28526,429.02
1,5,26385,33289,-1209.2,NaN,NaN,NaN,13985,1158.7
1,8,-3654,-8413.8,-1.2618e+05,NaN,NaN,NaN,14768,940.18
1,10,63222,67539,1.6365e+05,NaN,NaN,NaN,58787,366
1,18,18874,38577,74.494,NaN,NaN,NaN,15520,836.64
1,22,1.0375e+05,71597,3.379e+05,NaN,NaN,NaN,13904,1011
2,1,27128,45951,-920,NaN,NaN,NaN,58330,610.62
2,6,26353,43947,-1036.7,NaN,NaN,NaN,53819,760.34
2,11,46810,39060,44106,NaN,NaN,NaN,21314,766.54
2,15,2.2857e+05,1.1395e+05,8.468e+05,NaN,NaN,NaN,13324,900.41
2,17,62399,54451,1.6757e+05,NaN,NaN,NaN,11462,969.1
2,18,14233,44737,-902.66,NaN,NaN,NaN,17051,275.42
2,20,19213,39628,-198.51,NaN,NaN,NaN,24112,793.03
2,25,26037,49295,25.842,NaN,NaN,NaN,57120,424.64
3,1,67001,64306,2.0723e+05,NaN,NaN,NaN,29333,406.1
3,4,-16653,-26259,-1.9051e+05,NaN,NaN,NaN,11155,828.55
3,5,22431,51033,-1013,NaN,NaN,NaN,54010,347.62
3,7,22409,39408,-15388,NaN,NaN,NaN,53171,737.38
3,10,12606,16516,-36861,NaN,NaN,NaN,12455,798.85
3,13,35159,34745,-1324.1,NaN,NaN,NaN,18818,726.02
3,14,19223,39550,9.3036,NaN,NaN,NaN,23346,760.67
3,21,21514,32637,-14.604,NaN,NaN,NaN,18764,993.28
3,26,90743,66419,2.8386e+05,NaN,NaN,NaN,9577.4,934.86
3,28,39867,43949,106.84,NaN,NaN,NaN,13286,362.76
4,4,40982,45126,215.68,NaN,NaN,NaN,37694,342.66
4,5,25715,43949,-936.24,NaN,NaN,NaN,51599,719.86
